Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
27.0,Female,PhD,Marketing Manager,4.0,55000.0,Regular,Management
43.0,Male,Master's,Content Marketing Manager,16.0,160000.0,Regular,Management
28.0,Female,Bachelor's,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Female,High School,Sales Representative,3.0,40000.0,Junior,Sales & Marketing
38.0,Male,Master's,Marketing,9.0,95000.0,Director,Sales & Marketing
25.0,Female,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
39.0,Male,Bachelor's,Sales Manager,11.0,110000.0,Regular,Management
33.0,Female,PhD,Financial Manager,6.0,75000.0,Regular,Management
27.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
43.0,Female,Bachelor's,Marketing Manager,12.0,120000.0,Regular,Management
28.0,Male,High School,Sales Executive,2.0,40000.0,Regular,Sales & Marketing
50.0,Female,Master's,Content Marketing Manager,15.0,150000.0,Regular,Management
36.0,Male,Bachelor's,Sales Representative,5.0,70000.0,Regular,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,19.0,190000.0,Senior,Management
31.0,Male,High School,Sales Representative,3.0,40000.0,Junior,Sales & Marketing
29.0,Female,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
45.0,Male,Master's,Marketing,14.0,140000.0,Director,Sales & Marketing
25.0,Female,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Financial Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Marketing Manager,8.0,80000.0,Regular,Management
23.0,Male,Bachelor's,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Sales Manager,13.0,130000.0,Regular,Management
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Content Marketing Manager,7.0,90000.0,Regular,Management
27.0,Male,PhD,Sales Representative,4.0,55000.0,Regular,Sales & Marketing
50.0,Female,Master's,Product Marketing Manager,18.0,180000.0,Senior,Management
36.0,Male,Bachelor's,Sales Representative,3.0,45000.0,Junior,Sales & Marketing
48.0,Female,PhD,Marketing,19.0,190000.0,Director,Sales & Marketing
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
37.0,Male,Master's,Marketing Manager,11.0,110000.0,Regular,Management
26.0,Female,Bachelor's,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
42.0,Male,PhD,Content Marketing Manager,15.0,150000.0,Regular,Management
33.0,Female,High School,Sales Executive,4.0,55000.0,Regular,Sales & Marketing
29.0,Male,Bachelor's,Sales Manager,5.0,70000.0,Regular,Management
45.0,Female,Master's,Marketing,16.0,160000.0,Director,Sales & Marketing
24.0,Male,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
39.0,Female,Bachelor's,Financial Manager,10.0,100000.0,Regular,Management
31.0,Male,PhD,Product Marketing Manager,7.0,90000.0,Senior,Management
27.0,Female,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
43.0,Male,Bachelor's,Content Marketing Manager,14.0,140000.0,Regular,Management
28.0,Female,High School,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
50.0,Male,PhD,Marketing Manager,18.0,180000.0,Regular,Management
35.0,Female,Bachelor's,Sales Executive,7.0,90000.0,Regular,Sales & Marketing
23.0,Male,Bachelor's,Sales Manager,1.0,35000.0,Regular,Management
41.0,Female,Master's,Marketing,12.0,120000.0,Director,Sales & Marketing
26.0,Male,High School,Financial Manager,3.0,45000.0,Regular,Management
32.0,Female,Bachelor's,Sales,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,18.0,180000.0,Regular,Management
36.0,Male,Bachelor's,Sales Representative,6.0,75000.0,Regular,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,19.0,190000.0,Senior,Management
31.0,Male,High School,Sales Representative,3.0,40000.0,Junior,Sales & Marketing
29.0,Female,Bachelor's,Sales,5.0,70000.0,Director,Sales & Marketing
45.0,Male,Master's,Marketing,15.0,150000.0,Director,Sales & Marketing
25.0,Female,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Financial Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Marketing Manager,8.0,80000.0,Regular,Management
23.0,Male,Bachelor's,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Sales Manager,13.0,130000.0,Regular,Management
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Content Marketing Manager,7.0,90000.0,Regular,Management
27.0,Male,PhD,Sales Representative,4.0,55000.0,Regular,Sales & Marketing
50.0,Female,Master's,Product Marketing Manager,18.0,180000.0,Senior,Management
36.0,Male,Bachelor's,Sales Representative,3.0,45000.0,Junior,Sales & Marketing
48.0,Female,PhD,Marketing,19.0,190000.0,Director,Sales & Marketing
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
35.0,Female,PhD,Product Marketing Manager,9.0,95000.0,Senior,Management
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,Regular,Sales & Marketing
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,Regular,Management
26.0,Male,High School,Sales Manager,2.0,40000.0,Regular,Management
32.0,Female,Bachelor's,Marketing,8.0,80000.0,Director,Sales & Marketing
27.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,Regular,Management
36.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
48.0,Female,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Male,High School,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,Regular,Management
45.0,Male,Master's,Marketing Manager,13.0,130000.0,Regular,Management
25.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
38.0,Male,Master's,Marketing Manager,12.0,120000.0,Regular,Management
27.0,Female,Bachelor's,Sales Representative,3.0,45000.0,Regular,Sales & Marketing
43.0,Male,PhD,Content Marketing Manager,16.0,160000.0,Regular,Management
34.0,Female,High School,Sales Executive,5.0,70000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Sales Manager,6.0,75000.0,Regular,Management
46.0,Female,Master's,Marketing,17.0,170000.0,Director,Sales & Marketing
25.0,Male,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,11.0,110000.0,Regular,Management
32.0,Male,PhD,Product Marketing Manager,8.0,80000.0,Senior,Management
28.0,Female,Master's,Digital Marketing Manager,4.0,55000.0,Regular,Management
44.0,Male,Bachelor's,Content Marketing Manager,15.0,150000.0,Regular,Management
29.0,Female,High School,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
51.0,Male,PhD,Marketing Manager,19.0,190000.0,Regular,Management
36.0,Female,Bachelor's,Sales Executive,8.0,80000.0,Regular,Sales & Marketing
24.0,Male,Bachelor's,Sales Manager,1.0,35000.0,Regular,Management
42.0,Female,Master's,Marketing,13.0,130000.0,Director,Sales & Marketing
27.0,Male,High School,Financial Manager,3.0,45000.0,Regular,Management
33.0,Female,Bachelor's,Sales,7.0,90000.0,Director,Sales & Marketing
28.0,Male,PhD,Marketing Manager,4.0,55000.0,Regular,Management
